"","id","co_entidade","no_entidade","co_orgao_regional","co_regiao","co_mesorregiao","co_microrregiao","co_uf","co_municipio","co_distrito","tp_localizacao","tp_localizacao_diferenciada","geo_ref_latitude","geo_ref_longitude"
"450",450,29179475,"CENTRO MUNICIPAL DE EDUCACAO INFANTIL CASA DA CRIANCA DO BOM JUA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"451",451,29179491,"EE - CENTRO EDUCACIONAL CARNEIRO RIBEIRO - CLASSE IV","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"452",452,29179530,"CENT EDUC ADVENTISTA PEDRO II","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"453",453,29179548,"EE - CENTRO EDUCACIONAL CARNEIRO RIBEIRO - CLASSE I","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"454",454,29179564,"COLEGIO EMMANUEL KANT IAPI","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"455",455,29179580,"CENTRO EDUCACIONAL NOSSA SRA DO RESGATE","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"456",456,29179629,"EE - CENTRO EDUCACIONAL CARNEIRO RIBEIRO - CLASSE III","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"457",457,29179670,"ESCOLA MUNICIPAL CENTRO COMUNITARIO FREI LEONIDAS MENEZES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"458",458,29179726,"CENTRO DE ARTE E EDUCACAO ALTERNATIVA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"459",459,29179815,"EE - CENTRO DE EDUCACAO ESPECIAL DA BAHIA - CEEBA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"460",460,29179947,"CENTRO DE INICIACACAO ESC NOVO SINAI DA GALILEIA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"461",461,29180015,"CENTRO EDUCACIONAL IMPERIO DO SABER","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"462",462,29180058,"CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAQUIM SANTOS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"463",463,29180066,"ESCOLA MUNICIPAL ELOYNA BARRADAS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"464",464,29182034,"EE - COLEGIO ESTADUAL ANTONIO CARLOS MAGALHAES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"465",465,29182042,"EE - COLEGIO ESTADUAL HELENA CELESTINO MAGALHAES - TEMPO INTEGRAL","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"466",466,29182050,"EE - COLEGIO ESTADUAL TEREZA CONCEICAO MENEZES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"467",467,29182069,"ESCOLA MUNICIPAL ADROALDO RIBEIRO COSTA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"468",468,29182077,"EE - COLEGIO ESTADUAL ALIPIO FRANCA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"469",469,29182085,"EE - COLEGIO ESTADUAL ALVARO AUGUSTO DA SILVA - CLASSE V","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"470",470,29182093,"EE - COLEGIO ESTADUAL AZEVEDO FERNANDES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"471",471,29182115,"EE - COLEGIO DA POLICIA MILITAR- CPM DONA LEONOR CALMON","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"472",472,29182123,"EE - COLEGIO ESTADUAL DA BAHIA CENTRAL","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"473",473,29182131,"EE - COLEGIO ESTADUAL DEPUTADO MANOEL NOVAES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"474",474,29182158,"EE - COLEGIO ESTADUAL EVARISTO DA VEIGA - TEMPO INTEGRAL","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"475",475,29182166,"EE - COLEGIO ESTADUAL GOES CALMON","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"476",476,29182174,"EE - COLEGIO ESTADUAL HELENA MATHEUS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"477",477,29182182,"EE - COLEGIO ESTADUAL YPIRANGA - TEMPO INTEGRAL","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"478",478,29184002,"ESCOLA SAO FRANCISCO DE ASSIS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"479",479,29184010,"ESCOLA MUNICIPAL SANTO ANTONIO DAS MALVINAS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"480",480,29184070,"ESCOLA A CHAVE DO TAMANHO LTDA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"481",481,29184088,"ESCOLA MUNICIPAL ABRIGO FILHOS DO POVO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"482",482,29184096,"ESCOLA MUNICIPAL ACELINO MAXIMIANO DA ENCARNACAO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"483",483,29184177,"ESCOLA MUNICIPAL ALLAN KARDEC DE PIRAJA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"484",484,29184207,"ESCOLA MUNICIPAL ALVARO VASCONCELOS DA ROCHA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"485",485,29184282,"COLEGIO ANA TEREZA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"486",486,29184320,"ESCOLA MUNICIPAL DR ANTONIO CARLOS MAGALHAES","26",2,2905,29021,29,2927408,292740805,2,4,NA,NA
"487",487,29184347,"ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"488",488,29184444,"ESCOLA MUNICIPAL BATISTA DE SAO CAETANO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"489",489,29184460,"EE - COLEGIO ESTADUAL DEMOCRATICO BERTHOLDO CIRILO DOS REIS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"490",490,29184487,"ESCOLA BISCAIA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"491",491,29184568,"ESCOLA MUNICIPAL CASA DA AMIZADE","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"492",492,29186447,"ESCOLA MUNICIPAL ROBERTO CORREIA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"493",493,29186463,"CENTRO MUNICIPAL DE EDUCACAO INFANTIL TERTULIANO DE GOES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"494",494,29186471,"ESCOLA MUNICIPAL TIRADENTES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"495",495,29186536,"ESCOLA MUNICIPAL DE ILHA DE MARE","26",2,2905,29021,29,2927408,292740805,2,4,NA,NA
"496",496,29186552,"EE - ESCOLA ESTADUAL PROFESSORA NATALIA VINHAES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"497",497,29186587,"ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"498",498,29186625,"ESCOLA MUNICIPAL NOSSA SENHORA DE NAZARE","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"499",499,29186650,"ESCOLA MUNICIPAL NOSSA SENHORA DOS ANJOS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"500",500,29186749,"EE - ESCOLA OCRIDALINA MADUREIRA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"501",501,29186765,"ESCOLA MUNICIPAL OITO DE MAIO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"502",502,29186811,"ESCOLA MUNICIPAL PAROQUIAL DA VITORIA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"503",503,29186870,"ESCOLA MUNICIPAL PAULO MENDES DE AGUIAR","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"504",504,29186935,"EE - COLEGIO ESTADUAL PADRE JOSE VASCONCELOS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"505",505,29187001,"EE - COLEGIO ESTADUAL POLIVALENTE DE AMARALINA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"506",506,29188601,"EE - COLEGIO ESTADUAL VITOR SOARES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"507",507,29188636,"ESCOLA MUNICIPAL VILA VICENTINA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"508",508,29188695,"EE - ESCOLA VISCONDE DE ITAPARICA","26",2,2905,29021,29,2927408,292740805,1,3,NA,NA
"509",509,29188741,"ESCOLA MUNICIPAL VIVALDO DA COSTA LIMA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"510",510,29188768,"EE - COLEGIO ESTADUAL JOSIAS DE ALMEIDA MELO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"511",511,29188784,"EE - ESCOLA ESTADUAL DEPUTADO NAOMAR ALCANTARA - TEMPO INTEGRAL","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"512",512,29188792,"EE - COLEGIO ESTADUAL ARTUR DE SALES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"513",513,29188814,"CENTRO MUNICIPAL DE EDUCACAO INFANTIL DR AUGUSTO LOPES PONTES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"514",514,29188873,"ESCOLA ABCEDARIO DO SABER","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"515",515,29188903,"EE - COLEGIO ESTADUAL ABILIO CESAR BORGES","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"516",516,29188938,"ESCOLA MUNICIPAL ADAUTO PEREIRA DE SOUZA","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"517",517,29188962,"ESCOLA MUNICIPAL AFRANIO PEIXOTO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"518",518,29188989,"ESCOLA MUNICIPAL AGNELO DE BRITO","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"519",519,29189004,"ESCOLA MUNICIPAL AGRIPINIANO BARROS","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"520",520,29460328,"FACULDADE MAURICIO DE NASSAU DE SALVADOR","26",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"521",521,29190231,"ESCOLA MUNICIPAL AMAI PRO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"522",522,29190240,"ESCOLA MUNICIPAL COMUNITARIA CRISTO REDENTOR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"523",523,29190258,"ESCOLA MUNICIPAL COMUNITARIA DE CANABRAVA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"524",524,29190274,"ESCOLA MUNICIPAL MARIA DOLORES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"525",525,29190282,"ESCOLA MUNICIPAL CONEGO EMILIO LOBO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"526",526,29190290,"ESCOLA MUNICIPAL CONEGO ORLANDO TELES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"527",527,29190304,"ESCOLA MUNICIPAL MINISTRO SIMOES FILHO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"528",528,29190312,"ESCOLA MUNICIPAL SAO JUDAS TADEU","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"529",529,29190320,"ESCOLA MUNICIPAL ASSISTENCIAL NOSSA SENHORA DE GUADALUPE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"530",530,29190339,"ESCOLA MUNICIPAL JOSAFA CARLOS BORGES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"531",531,29190347,"CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAO GONCALO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"532",532,29190355,"ESCOLA MUNICIPAL SENHORA SANTANA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"533",533,29190363,"EE - COLEGIO ESTADUAL CONSELHEIRO VICENTE PACHECO DE OLIVEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"534",534,29190371,"ESCOLA MUNICIPAL CONSELHEIRO LUIZ ROGERIO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"535",535,29190398,"ESCOLA MUNICIPAL SENHOR DO BONFIM","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"536",536,29191173,"EE - COLEGIO ESTADUAL YEDA BARRADAS CARNEIRO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"537",537,29191181,"ESCOLA MUNICIPAL JOAO FERREIRA","00026",2,2905,29021,29,2927408,292740805,1,4,NA,NA
"538",538,29191190,"EE - CENTRO EST DE ED PROFISSIONAL EM SAUDE E TECNOLOGIA DA INFORMACAO CARLOS CORREA DE MENEZES SANT","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"539",539,29191211,"EE - COLEGIO ESTADUAL DE APLICACAO ANISIO TEIXEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"540",540,29191254,"ESCOLA TECNICA ELETRO-MECANICA DA BAHIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"541",541,29191270,"EE - COLEGIO ESTADUAL BENTO GONCALVES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"542",542,29191289,"ESCOLA MUNICIPAL DE BOTELHO","00026",2,2905,29021,29,2927408,292740805,2,4,NA,NA
"543",543,29191297,"ESCOLA MUNICIPAL PROFESSOR GUEDES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"544",544,29191327,"ESCOLA MUNICIPAL LUIZA MAHIM","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"545",545,29191335,"EE - COLEGIO ESTADUAL BATISTA NEVES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"546",546,29191343,"EE - COLEGIO ESTADUAL PROFESSOR ROMULO ALMEIDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"547",547,29191360,"EE - COLEGIO ESTADUAL DEPUTADO HENRIQUE BRITO - TEMPO INTEGRAL","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"548",548,29191378,"EE - COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHAES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"549",549,29191394,"ESCOLA DIDATICA DA BAHIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"550",550,29192307,"EE - COLEGIO ESTADUAL HELENA MAGALHAES - QUILOMBOLA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"551",551,29192323,"ESCOLA MUNICIPAL MACHADO DE ASSIS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"552",552,29192331,"EE - COLEGIO ESTADUAL PROFESSORA MARILEINE DA SILVA - ANTIGA UEE MARCIA MECCIA","00026",2,2905,29021,29,2927408,292740805,1,3,NA,NA
"553",553,29192340,"ESCOLA MUNICIPAL PEDRO VELOSO GORDILHO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"554",554,29192358,"ESCOLA MUNICIPAL IRACI FRAGA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"555",555,29192366,"ESCOLA MUNICIPAL RISOLETA NEVES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"556",556,29192382,"ESCOLA MUNICIPAL ZACARIAS BOA MORTE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"557",557,29192480,"MARIA RITA DA SILVA COSTA ME","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"558",558,29192536,"ESCOLA MUNICIPAL FRANCISCA DE SANDE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"559",559,29192552,"ESCOLA MUNICIPAL FRANCISCO MANGABEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"560",560,29192617,"EE - COLEGIO ESTADUAL GENERAL DIONISIO CERQUEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"561",561,29192625,"ESCOLA MUNICIPAL GENERAL LABATUT","00026",2,2905,29021,29,2927408,292740805,1,4,NA,NA
"562",562,29192650,"EE - COLEGIO ESTADUAL PROFESSORA GEORGINA RAMOS DA SILVA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"563",563,29192668,"ESCOLA MUNICIPAL GERALDO BISPO DOS SANTOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"564",564,29192676,"ESCOLA MUNICIPAL GERALDO TAVARES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"565",565,29194016,"ESCOLA MORANGUINHO E SUA TURMA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"566",566,29194024,"INST EDUC MOREIRA DA SILVA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"567",567,29194032,"ESCOLA MUNDO ENCANTADO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"568",568,29194083,"ESCOLA MUNICIPAL XAVIER MARQUES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"569",569,29194113,"ESCOLA MUNICIPAL CABULA I","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"570",570,29194130,"ESCOLA MUNICIPAL FRANCISCO LEITE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"571",571,29194156,"ESCOLA MUNICIPAL DA ENGOMADEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"572",572,29194172,"ESCOLA MUNICIPAL FAZENDA GRANDE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"573",573,29194202,"ESCOLA MUNICIPAL DA PALESTINA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"574",574,29194210,"ESCOLA MUNICIPAL DE CAJAZEIRAS XI","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"575",575,29194237,"ESCOLA MUNICIPAL DE FAZENDA COUTOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"576",576,29194253,"ESCOLA MUNICIPAL DE NOVA SUSSUARANA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"577",577,29194261,"ESCOLA MUNICIPAL DE PARIPE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"578",578,29194270,"ESCOLA MUNICIPAL DE PERIPERI","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"579",579,29445779,"ESCOLA PONTO DE PARTIDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"580",580,29445906,"CENTRO DE INTEGRACAO FAMILIAR - CEIFAR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"581",581,29445981,"ESCOLA MUNICIPAL PROFESSOR MANOEL DE ALMEIDA CRUZ","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"582",582,29447151,"EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM MUSICA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"583",583,29447216,"CLUBE DAS MAES CALABETAO CRE ESC SONHO ACALENTADO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"584",584,29447321,"EDUCANDARIO LUZ DO SABER","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"585",585,29447356,"ASSOCIACAO CRIANCA E FAMILIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"586",586,29460417,"CENTRO EDUCACIONAL CRIANCA E CIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"587",587,29460468,"ESCOLINHA PASSOS ALTOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"588",588,29462061,"ESCOLA MUNIZ","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"589",589,29462118,"ESCOLA CABANA DO GURI","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"590",590,29462142,"ESCOLA MARIA IMACULADA CONCEICAO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"591",591,29463149,"CENTRO EDUCACIONAL NOVA ALIANCA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"592",592,29463246,"MULTIPLICANDO O SABER","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"593",593,29463254,"ESCOLA CLUBINHO DAS LETRAS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"594",594,29463289,"COLEGIO MAANAIM","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"595",595,29463378,"ESCOLA COMUNITARIA NOSSA SENHORA MEDIANEIRA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"596",596,29459826,"COLEGIO NOSSA SENHORA DA VITORIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"597",597,29190410,"COLEGIO EDUCAR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"598",598,29456134,"CRECHE ESCOLA ASSOCIACAO CULTURAL MONTE BELO DIQUE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"599",599,29195250,"ESCOLA PEREIRA RAMOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"600",600,29431778,"ESCOLA ROSA MARIA AMELIA LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"601",601,29431794,"ESCOLA TEMPO DE APRENDER","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"602",602,29432758,"CRECHE ESCOLA COMUNITARIA DE AGUAS CLARAS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"603",603,29432782,"CENTRO DE EDUCACAO INFANTIL JOANES LESTE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"604",604,29464030,"CENTRO EDUCACIONAL CASA DA ESPERANCA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"605",605,29464048,"CRECHE ESCOLA PROJETO SIAO DE ITAPUA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"606",606,29449634,"CENTRO EDUCACIONAL ARTS LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"607",607,29449642,"ESCOLA INICIO DO SABER","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"608",608,29449669,"INSTITUTO EDUCACIONAL RAIZES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"609",609,29449685,"ESCOLA OFICINA DA ALEGRIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"610",610,29449693,"EDUCANDARIO ADVENTISTA ALOISIO TELES","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"611",611,29449723,"COLEGIO YOLANDA ROCHA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"612",612,29449731,"ESCOLA ATIVA MODERNA LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"613",613,29450586,"ESCOLA FRANCA SANTOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"614",614,29451418,"CENTRO EDUCACIONAL CREMILDA AZEVEDO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"615",615,29451426,"CENTRO EDUCACIONAL TEIXEIRA ANDRADE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"616",616,29451434,"ESCOLA PRIMEIRAS DESCOBERTAS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"617",617,29451523,"ESCOLA MOTIVAR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"618",618,29451566,"CENTRO EDUCACIONAL ANTONINO SILVA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"619",619,29451574,"ESCOLA TANIA MARIA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"620",620,29451604,"CENTRO EDUCACIONAL E TRANPORTE NSENHORA DO CENACULO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"621",621,29432790,"ESCOLA MUNICIPAL CATARINA PARAGUACU","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"622",622,29461944,"ESCOLA PROFISSIONALIZANTE HUMANIZA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"623",623,29531608,"ESCOLA ESTADUAL FILADELFIA","0",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"624",624,29437652,"COLEGIO MARIZIA MAIOR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"625",625,29467586,"CENTRO DE EDUCACAO PROFISSIONAL NELSON DAIHA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"626",626,29437563,"ESCOLA CRECHE COMUNITARIA SANTA BARBARA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"627",627,29437601,"SARTRE ESCOLA SEB","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"628",628,29437610,"CRECHE ESCOLA FILHO DA COMUNIDADE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"629",629,29437628,"EMPREENDIMENTOS EDUCACIONAIS MIRANDA LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"630",630,29437644,"ESCOLA PARQUE DA CRIANCA LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"631",631,29438934,"EE - COLEGIO ESTADUAL MESTRE PAULO DOS ANJOS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"632",632,29452627,"CENTRO EDUCACIONAL CONSTRUIR LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"633",633,29452660,"ESCOLA BATISTA BIBLICA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"634",634,29452732,"EDUCANDARIO TIA ENE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"635",635,29452740,"ESCOLINHA RECRIAR","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"636",636,29452759,"ESCOLINHA RECANTO BONFIM","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"637",637,29452775,"ESCOLA AMORECO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"638",638,29452783,"EDUCANDARIO CANTINHO ROSA DE SAROM","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"639",639,29452791,"ESCOLA DOM EDILBERTO","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"640",640,29452805,"EDUCANDARIO SALTO PARA O FUTURO LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"641",641,29453763,"ESCOLA CORINA ROSA DE JESUS SILVA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"642",642,29453810,"CENTRO DE EDUCACAO AVILA GOIS","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"643",643,29453844,"CENTRO EDUCACIONAL EVANGELICO O ALPHA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"644",644,29453887,"CENTRO EDUCACIONAL JOANEI SANTOS LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"645",645,29453925,"ESCOLA SANTA CLARINHA LTDA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"646",646,29453941,"ESCOLINHA MORIA LTDA ME","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"647",647,29453992,"ESCOLA CASTELO DO SABER EL SHADAY","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"648",648,29455073,"EDUCANDARIO UNIVERSO INFANTIL","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"649",649,29455162,"ESCOLA FLORA ENCANTADA","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
"650",650,29455251,"CENTRO DE APRENDIZAGEM SUZANE","00026",2,2905,29021,29,2927408,292740805,1,0,NA,NA
